County,State,TotalPop,IncomePerCap,Poverty,Unemployment
Bingham County,Idaho,45369,20720,13.1,5.2
Blaine County,Idaho,21583,32736,14.8,3.7
Boise County,Idaho,6968,29648,11.3,6.0
Bonner County,Idaho,41855,25909,14.0,4.4
Bonneville County,Idaho,110404,25706,11.9,3.8
Boundary County,Idaho,11323,24606,18.3,3.8
Butte County,Idaho,2613,26227,16.2,6.7
Camas County,Idaho,886,29193,22.3,4.4
Canyon County,Idaho,207027,19765,17.1,7.3
Caribou County,Idaho,6862,25669,9.4,2.7
Cassia County,Idaho,23472,20007,14.7,4.3
Clark County,Idaho,1055,15283,24.2,5.0
Clearwater County,Idaho,8533,22169,13.9,6.2
Custer County,Idaho,4141,23290,18.9,4.7
Elmore County,Idaho,26232,23029,14.9,7.3
Franklin County,Idaho,13120,20454,12.2,2.4
Fremont County,Idaho,12889,21611,11.9,5.9
Gem County,Idaho,16850,20041,20.7,6.0
Gooding County,Idaho,15110,20821,15.9,5.5
Idaho County,Idaho,16275,20741,13.5,5.4
Jefferson County,Idaho,27410,21519,9.5,4.6
Jerome County,Idaho,23039,19329,16.3,4.6
Kootenai County,Idaho,150128,28275,12.6,6.1
Latah County,Idaho,38697,24166,22.5,7.2
Lemhi County,Idaho,7755,22489,17.1,4.4
Lewis County,Idaho,3824,23285,15.3,5.9
Lincoln County,Idaho,5296,19095,11.5,3.1
Madison County,Idaho,38241,15257,31.8,9.2
Minidoka County,Idaho,20448,21887,17.9,3.9
Nez Perce County,Idaho,40014,26799,14.4,4.2
Oneida County,Idaho,4284,21360,12.6,5.4
Owyhee County,Idaho,11384,19909,23.3,6.2
Payette County,Idaho,22839,23361,15.5,6.1
Power County,Idaho,7667,21513,11.6,10.2
Shoshone County,Idaho,12490,23834,17.4,8.9
Teton County,Idaho,10776,28004,8.3,6.2
Twin Falls County,Idaho,82248,22723,14.4,4.3
Valley County,Idaho,10104,28515,10.4,4.3
Washington County,Idaho,9996,20435,15.7,9.3
Adams County,Illinois,66787,27256,13.1,5.5
Alexander County,Illinois,6776,18564,33.4,8.2
Bond County,Illinois,17034,24473,15.7,5.1
Boone County,Illinois,53638,29029,10.6,8.1
Brown County,Illinois,6791,21906,11.6,4.7
Bureau County,Illinois,33619,28332,12.6,5.7
Calhoun County,Illinois,4897,25660,12.8,3.7
Carroll County,Illinois,14704,27605,11.3,5.8
Cass County,Illinois,12880,25451,13.1,6.9
Champaign County,Illinois,207946,28463,21.4,5.2
Christian County,Illinois,33562,25614,12.8,4.6
Clark County,Illinois,15924,28495,14.3,6.5
Clay County,Illinois,13393,25700,14.0,5.0
Clinton County,Illinois,37640,30382,9.0,3.9
Coles County,Illinois,52540,26060,21.0,7.3
Cook County,Illinois,5238541,33722,15.9,8.7
Crawford County,Illinois,19214,25955,11.9,6.2
Cumberland County,Illinois,10899,24956,14.3,5.0
DeKalb County,Illinois,104473,26511,18.1,8.6
De Witt County,Illinois,16176,27866,13.3,6.6
Douglas County,Illinois,19830,26284,12.1,5.4
DuPage County,Illinois,931826,42050,6.8,5.2
Edgar County,Illinois,17603,26344,15.4,7.4
Edwards County,Illinois,6570,26549,11.5,6.1
Effingham County,Illinois,34164,29300,11.3,4.4
Fayette County,Illinois,21980,21844,17.8,7.4
Ford County,Illinois,13470,26611,15.7,6.6
Franklin County,Illinois,39302,22346,19.9,8.9
Fulton County,Illinois,35733,24269,15.5,7.7
Gallatin County,Illinois,5226,24538,16.6,7.8
Greene County,Illinois,13311,22836,17.9,6.7
Grundy County,Illinois,50333,31914,9.4,5.8
Hamilton County,Illinois,8259,25945,13.9,4.0
Hancock County,Illinois,18264,26118,11.2,6.6
Hardin County,Illinois,4161,20025,16.6,22.2
Henderson County,Illinois,6927,27949,11.3,6.0
Henry County,Illinois,49649,28443,12.5,5.1
Iroquois County,Illinois,28457,26480,15.5,6.5
Jackson County,Illinois,59115,23455,27.9,8.4
Jasper County,Illinois,9608,25806,12.4,4.4
Jefferson County,Illinois,38358,24617,18.9,8.5
Jersey County,Illinois,22215,27528,9.4,6.3
Jo Daviess County,Illinois,22046,32401,7.6,4.3
Johnson County,Illinois,12899,20726,13.9,7.5
Kane County,Illinois,529402,33486,10.4,6.2
Kankakee County,Illinois,110801,26150,15.1,7.5
Kendall County,Illinois,122933,33369,5.6,5.0
Knox County,Illinois,51374,23676,18.1,6.3
Lake County,Illinois,704476,42388,8.5,6.3
LaSalle County,Illinois,111151,27959,13.6,8.3
Lawrence County,Illinois,16457,21072,16.4,5.4
Lee County,Illinois,34670,28179,11.8,5.9
Livingston County,Illinois,36812,27318,13.3,5.5
Logan County,Illinois,29488,26479,9.2,5.6
McDonough County,Illinois,31597,22527,22.3,8.6
McHenry County,Illinois,308043,36208,7.3,5.4
McLean County,Illinois,173231,32943,14.5,3.9
Macon County,Illinois,107587,28280,16.6,9.2
Macoupin County,Illinois,45960,27255,13.3,8.2
Madison County,Illinois,266153,30278,13.5,7.4
Marion County,Illinois,38305,24112,17.8,8.7
Marshall County,Illinois,11925,29025,10.3,6.2
Mason County,Illinois,13904,25952,13.9,8.0
Massac County,Illinois,14594,23434,18.4,7.9
Menard County,Illinois,12416,32839,11.4,4.6
Mercer County,Illinois,15794,27844,11.4,6.5
Monroe County,Illinois,33739,37043,5.3,4.4
Montgomery County,Illinois,29173,23172,15.6,5.8
Morgan County,Illinois,34442,26253,14.9,6.1
Moultrie County,Illinois,14711,26166,12.1,3.0
Ogle County,Illinois,51619,29239,11.1,6.5
Peoria County,Illinois,186145,29683,15.9,8.3
Perry County,Illinois,21467,23929,14.7,6.7
Piatt County,Illinois,16433,33672,5.4,4.5
Pike County,Illinois,15930,23218,14.9,6.7
Pope County,Illinois,4360,22191,12.7,9.1
Pulaski County,Illinois,5691,20195,17.1,10.4
Putnam County,Illinois,5771,33697,8.9,5.2
Randolph County,Illinois,32829,24716,12.3,4.4
Richland County,Illinois,15953,25262,15.0,6.3
Rock Island County,Illinois,146205,27822,14.6,7.1
St. Clair County,Illinois,264433,28643,17.0,7.8
Saline County,Illinois,24430,22725,20.6,11.3
Sangamon County,Illinois,198134,33277,15.6,6.9
Schuyler County,Illinois,7181,23670,21.5,6.9
Scott County,Illinois,5109,26918,14.9,8.8
Shelby County,Illinois,21906,24808,12.1,4.4
Stark County,Illinois,5551,30009,14.0,4.8
Stephenson County,Illinois,45839,25792,16.1,8.0
Tazewell County,Illinois,134695,32082,8.0,5.1
Union County,Illinois,17267,24646,16.8,5.3
Vermilion County,Illinois,79207,23416,19.8,8.3
Wabash County,Illinois,11568,25105,13.1,7.6
Warren County,Illinois,17429,24840,13.8,6.6
Washington County,Illinois,14260,29687,9.7,4.4
Wayne County,Illinois,16569,25046,15.8,4.8
White County,Illinois,14186,26522,13.9,8.2
Whiteside County,Illinois,56823,28188,11.1,6.0
Will County,Illinois,687727,33731,7.4,6.0
Williamson County,Illinois,67477,26023,15.2,6.9
Winnebago County,Illinois,287512,27297,15.3,10.0
Woodford County,Illinois,38942,34198,7.4,4.7
Adams County,Indiana,35018,21534,18.9,5.2
Allen County,Indiana,367747,26932,14.7,6.3
Bartholomew County,Indiana,81024,29955,12.4,5.0
Benton County,Indiana,8685,23652,14.9,4.2
Blackford County,Indiana,12214,22328,12.8,6.8
Boone County,Indiana,63013,42844,6.1,3.3
Brown County,Indiana,15007,31365,10.6,5.9
Carroll County,Indiana,19994,26589,10.2,5.2
Cass County,Indiana,38248,23592,13.9,6.4
Clark County,Indiana,114893,26875,9.7,5.7
Clay County,Indiana,26375,24339,13.9,4.9
Clinton County,Indiana,32455,23722,13.3,5.2
Crawford County,Indiana,10598,19424,17.8,4.3
Daviess County,Indiana,32777,21794,13.0,5.4
Dearborn County,Indiana,49564,30228,10.1,5.8
Decatur County,Indiana,26480,25548,11.4,4.8
DeKalb County,Indiana,42524,26057,12.5,4.6
Delaware County,Indiana,115938,23271,21.2,7.9
Dubois County,Indiana,42379,28302,10.0,2.9
Elkhart County,Indiana,202924,23817,13.8,5.6
Fayette County,Indiana,23426,22428,18.2,7.5
Floyd County,Indiana,76481,30663,10.8,5.1
Fountain County,Indiana,16620,25383,12.6,6.3
Franklin County,Indiana,22835,26267,9.9,5.3
Fulton County,Indiana,20296,23557,13.3,3.8
Gibson County,Indiana,33596,27342,10.7,3.5
Grant County,Indiana,67615,21024,19.1,7.6
Greene County,Indiana,32431,24744,12.9,6.2
Hamilton County,Indiana,309687,44443,5.0,3.3
Hancock County,Indiana,72776,31428,7.0,4.0
Harrison County,Indiana,39450,25993,12.9,6.6
Hendricks County,Indiana,158170,33031,5.1,4.5
Henry County,Indiana,48649,23293,16.1,7.0
Howard County,Indiana,82457,26294,16.5,6.5
Huntington County,Indiana,36520,24222,11.6,3.9
Jackson County,Indiana,43779,23260,15.6,6.2
Jasper County,Indiana,33448,24953,9.0,5.2
Jay County,Indiana,21107,20193,17.9,6.1
Jefferson County,Indiana,32293,25429,13.7,6.9
Jennings County,Indiana,27840,22901,13.9,6.0
Johnson County,Indiana,149359,31101,9.4,4.6
Knox County,Indiana,37763,23441,15.6,5.4
Kosciusko County,Indiana,78720,27884,11.2,4.6
LaGrange County,Indiana,38720,22780,9.1,2.9
Lake County,Indiana,488694,26590,16.8,8.5
LaPorte County,Indiana,110839,25004,16.6,8.0
Lawrence County,Indiana,45669,25036,11.5,5.2
Madison County,Indiana,129641,23680,17.4,6.8
Marion County,Indiana,939964,26284,19.8,8.0
Marshall County,Indiana,46752,24289,11.5,6.8
Martin County,Indiana,10219,25138,13.3,4.2
Miami County,Indiana,36035,22890,16.0,7.8
Monroe County,Indiana,144436,26738,24.7,6.3
Montgomery County,Indiana,38288,25519,10.2,4.4
Morgan County,Indiana,69533,27402,11.8,5.7
Newton County,Indiana,14056,24315,14.0,7.1
Noble County,Indiana,47421,25260,9.3,5.7
Ohio County,Indiana,5911,27715,5.0,3.3
Orange County,Indiana,19623,22715,15.0,4.6
Owen County,Indiana,20957,24220,15.6,6.3
Parke County,Indiana,17062,21636,13.9,6.3
Perry County,Indiana,19229,23003,14.5,3.9
Pike County,Indiana,12471,25648,10.6,3.8
Porter County,Indiana,167391,31879,11.0,5.7
Posey County,Indiana,25599,30763,9.5,3.4
Pulaski County,Indiana,12761,24445,13.2,6.9
Putnam County,Indiana,37543,23842,11.6,5.1
Randolph County,Indiana,25203,23427,17.0,5.6
Ripley County,Indiana,28372,25385,10.5,5.7
Rush County,Indiana,16765,23749,18.3,4.7
St. Joseph County,Indiana,268613,25893,17.1,6.4
Scott County,Indiana,23722,24186,13.7,5.6
Shelby County,Indiana,44339,27317,10.6,4.9
Spencer County,Indiana,20610,29114,9.7,5.7
Starke County,Indiana,22966,22153,16.7,7.6
Steuben County,Indiana,34459,26902,10.1,4.9
Sullivan County,Indiana,20900,22239,15.6,5.9
Switzerland County,Indiana,10617,21511,19.7,6.6
Tippecanoe County,Indiana,186081,25481,20.9,5.2
Tipton County,Indiana,15290,28507,9.4,3.8
Union County,Indiana,7225,22527,8.2,3.9
Vanderburgh County,Indiana,181831,26917,18.0,5.2
Vermillion County,Indiana,15644,23891,13.4,5.1
Vigo County,Indiana,107723,22932,19.9,7.9
Wabash County,Indiana,31848,24700,13.3,5.5
Warren County,Indiana,8269,29312,9.5,4.7
Warrick County,Indiana,61581,33528,7.7,3.4
Washington County,Indiana,27807,23223,13.3,7.0
Wayne County,Indiana,66972,23895,18.2,6.5
Wells County,Indiana,27832,25850,11.0,3.0
White County,Indiana,24279,26275,9.8,4.4
Whitley County,Indiana,33481,28073,9.5,3.6
Adair County,Iowa,7192,28861,9.5,3.0
Adams County,Iowa,3785,27022,11.2,4.2
Allamakee County,Iowa,13940,27377,11.4,3.3
Appanoose County,Iowa,12547,25543,17.1,6.3
Audubon County,Iowa,5711,31523,11.1,2.7
Benton County,Iowa,25646,32356,8.7,3.6
Black Hawk County,Iowa,132960,27669,15.9,5.3
Boone County,Iowa,26381,30190,9.4,4.4
Bremer County,Iowa,24741,32105,7.7,3.6
Buchanan County,Iowa,21101,30974,7.8,3.2
Buena Vista County,Iowa,20369,26345,13.7,4.9
Butler County,Iowa,14822,28584,9.4,3.2
Calhoun County,Iowa,9814,27370,15.3,2.3
Carroll County,Iowa,20428,29191,10.3,2.5
Cass County,Iowa,13327,26427,15.1,2.5
Cedar County,Iowa,18368,30362,5.4,3.0
Cerro Gordo County,Iowa,43134,31292,11.3,4.1
Cherokee County,Iowa,11577,30973,11.9,3.3
Chickasaw County,Iowa,12140,27973,8.9,2.5
Clarke County,Iowa,9267,25879,15.4,4.4
Clay County,Iowa,16387,28514,11.8,3.4
Clayton County,Iowa,17711,27719,10.4,3.0
Clinton County,Iowa,47587,28091,13.1,4.2
Crawford County,Iowa,17131,27270,18.5,6.2
Dallas County,Iowa,80864,42417,5.4,2.4
Davis County,Iowa,8834,25747,13.7,3.5
Decatur County,Iowa,8105,21110,19.1,5.0
Delaware County,Iowa,17326,30768,9.2,2.5
Des Moines County,Iowa,39876,27168,15.3,5.6
Dickinson County,Iowa,17000,36588,8.1,3.0
Dubuque County,Iowa,96571,30117,11.9,3.9
Emmet County,Iowa,9661,29396,13.8,3.9
Fayette County,Iowa,20139,27020,12.8,3.5
Floyd County,Iowa,15904,28323,15.6,2.7
Franklin County,Iowa,10326,25248,15.6,4.6
Fremont County,Iowa,6985,29813,11.0,3.1
Greene County,Iowa,9046,27968,10.0,6.2
Grundy County,Iowa,12354,35662,5.8,2.9
Guthrie County,Iowa,10664,30646,10.1,3.5
Hamilton County,Iowa,15201,27963,9.4,2.3
Hancock County,Iowa,10971,29147,9.1,1.7
Hardin County,Iowa,17239,28445,8.0,2.5
Harrison County,Iowa,14196,29332,10.4,1.7
Henry County,Iowa,19865,26340,12.2,5.5
Howard County,Iowa,9321,27906,11.6,2.9
Humboldt County,Iowa,9586,29587,13.0,3.3
Ida County,Iowa,6965,30192,10.3,3.2
Iowa County,Iowa,16231,29881,9.8,2.1
Jackson County,Iowa,19409,27672,12.0,4.7
Jasper County,Iowa,36789,27214,9.1,4.6
Jefferson County,Iowa,17945,26630,15.2,6.7
Johnson County,Iowa,144425,33039,17.7,3.3
Jones County,Iowa,20468,29653,9.1,4.2
Keokuk County,Iowa,10223,26638,11.2,5.3
Kossuth County,Iowa,15166,29949,10.0,2.1
Lee County,Iowa,34785,24408,16.3,7.6
Linn County,Iowa,220008,32786,9.5,3.8
Louisa County,Iowa,11238,27234,11.0,4.1
Lucas County,Iowa,8600,27234,9.9,4.2
Lyon County,Iowa,11745,28356,4.9,2.4
Madison County,Iowa,15720,31449,7.3,5.2
Mahaska County,Iowa,22301,26575,14.4,5.6
Marion County,Iowa,33127,27815,9.3,3.6
Marshall County,Iowa,40476,25693,11.2,5.3
Mills County,Iowa,14933,31309,9.1,3.2
Mitchell County,Iowa,10663,27407,8.3,3.6
Monona County,Iowa,8865,26829,14.9,3.2
Monroe County,Iowa,7912,25929,10.9,5.6
Montgomery County,Iowa,10239,25005,16.5,6.7
Muscatine County,Iowa,42923,28028,10.5,3.5
O'Brien County,Iowa,13944,32051,9.7,2.3
Osceola County,Iowa,6149,26776,11.4,1.7
Page County,Iowa,15393,25739,13.6,3.9
Palo Alto County,Iowa,9110,27902,7.1,1.3
Plymouth County,Iowa,25027,30686,9.1,2.9
Pocahontas County,Iowa,6972,27553,13.2,3.5
Polk County,Iowa,467235,33524,11.7,4.7
Pottawattamie County,Iowa,93287,29085,11.2,4.7
Poweshiek County,Iowa,18428,27679,10.7,4.6
Ringgold County,Iowa,4986,27621,10.9,5.0
Sac County,Iowa,9936,29502,9.4,4.0
Scott County,Iowa,171493,30798,12.3,4.2
Shelby County,Iowa,11772,30799,8.7,3.7
Sioux County,Iowa,34692,27339,7.9,2.2
Story County,Iowa,95888,27392,22.0,4.4
Tama County,Iowa,17236,27074,11.8,3.8
Taylor County,Iowa,6214,27344,11.0,2.8
Union County,Iowa,12497,25098,13.8,4.3
Van Buren County,Iowa,7308,24952,14.0,4.8
Wapello County,Iowa,35321,23413,17.0,6.3
Warren County,Iowa,48630,33013,6.2,3.8
Washington County,Iowa,22095,28397,9.1,3.6
Wayne County,Iowa,6405,23367,15.9,2.6
Webster County,Iowa,36945,24629,16.2,5.7
Winnebago County,Iowa,10545,26558,10.1,7.0
Winneshiek County,Iowa,20575,29052,8.0,2.0
Woodbury County,Iowa,102397,25699,14.0,4.8
Worth County,Iowa,7502,26781,10.1,6.2
Wright County,Iowa,12864,28200,12.6,5.8
Allen County,Kansas,12752,23011,14.2,3.6
Anderson County,Kansas,7840,21887,13.6,4.2
Atchison County,Kansas,16466,25494,18.5,6.3
Barber County,Kansas,4905,28840,15.9,2.5
Barton County,Kansas,27067,26264,15.7,4.2
Bourbon County,Kansas,14757,20707,17.6,2.2
Brown County,Kansas,9736,24319,13.2,3.4
Butler County,Kansas,66260,28478,10.8,4.5
Chase County,Kansas,2665,24469,12.6,4.8
Chautauqua County,Kansas,3425,23621,14.3,6.2
Cherokee County,Kansas,20501,21006,13.7,5.4
Cheyenne County,Kansas,2677,27934,11.2,1.7
Clark County,Kansas,2089,27087,8.9,1.5
Clay County,Kansas,8203,28115,9.4,3.3
Cloud County,Kansas,9191,25579,11.9,5.0
Coffey County,Kansas,8328,31679,11.3,3.7
Comanche County,Kansas,1741,28388,8.1,1.8
Cowley County,Kansas,35732,23130,16.0,5.2
Crawford County,Kansas,39099,21207,21.1,5.4
Decatur County,Kansas,2891,30890,17.5,2.8
Dickinson County,Kansas,19162,24434,11.6,5.4
Doniphan County,Kansas,7790,24520,13.7,4.5
Douglas County,Kansas,117806,29438,18.7,4.7
Edwards County,Kansas,2946,27966,10.2,2.9
Elk County,Kansas,2581,21156,13.5,6.9
Ellis County,Kansas,28877,29339,16.7,2.8
Ellsworth County,Kansas,6331,24102,11.4,3.0
Finney County,Kansas,37097,23074,16.2,4.7
Ford County,Kansas,34658,22053,16.2,6.3
Franklin County,Kansas,25599,25701,12.5,5.4
Geary County,Kansas,35796,21583,14.9,8.0
Gove County,Kansas,2632,29352,9.0,1.2
Graham County,Kansas,2561,27165,12.3,1.7
Grant County,Kansas,7716,26138,10.0,4.6
Gray County,Kansas,6004,27031,8.5,2.8
Greeley County,Kansas,1210,25775,11.5,1.1
Greenwood County,Kansas,6227,24837,12.4,3.9
Hamilton County,Kansas,2621,21694,9.3,1.9
Harper County,Kansas,5746,25698,16.8,3.7
Harvey County,Kansas,34683,26587,11.2,2.9
Haskell County,Kansas,4081,24141,13.3,3.6
Hodgeman County,Kansas,1875,28857,8.4,2.8
Jackson County,Kansas,13322,25920,9.9,5.6
Jefferson County,Kansas,18856,27783,8.3,5.8
Jewell County,Kansas,2963,24361,14.2,2.2
Johnson County,Kansas,578797,43061,5.6,3.5
Kearny County,Kansas,3931,24232,13.2,3.9
Kingman County,Kansas,7576,30927,7.6,4.7
Kiowa County,Kansas,2524,24961,8.7,3.0
Labette County,Kansas,20553,22841,17.8,4.7
Lane County,Kansas,1702,29768,10.7,3.5
Leavenworth County,Kansas,79359,30170,9.0,4.2
Lincoln County,Kansas,3121,25667,8.4,6.0
Linn County,Kansas,9602,25796,17.4,5.8
Logan County,Kansas,2790,28549,8.9,3.0
Lyon County,Kansas,33302,24307,18.6,5.8
McPherson County,Kansas,28792,29508,7.6,2.5
Marion County,Kansas,12087,25620,10.7,3.9
Marshall County,Kansas,9859,27908,8.9,4.1
Meade County,Kansas,4295,25173,12.2,2.8
Miami County,Kansas,32976,31611,7.7,4.4
Mitchell County,Kansas,6230,26108,14.8,3.8
Montgomery County,Kansas,33463,22823,17.5,5.8
Morris County,Kansas,5605,26569,9.8,2.3
Morton County,Kansas,2931,23038,8.0,8.7
Nemaha County,Kansas,10095,27438,10.8,1.8
Neosho County,Kansas,16209,23589,21.4,2.9
Ness County,Kansas,3001,30761,8.9,2.6
Norton County,Kansas,5527,22935,11.6,2.5
Osage County,Kansas,15894,27209,12.8,7.0
Osborne County,Kansas,3684,26559,15.5,2.8
Ottawa County,Kansas,5957,28839,9.7,3.3
Pawnee County,Kansas,6776,24404,7.8,1.2
Phillips County,Kansas,5446,24795,8.1,1.8
Pottawatomie County,Kansas,23188,27978,9.7,3.9
Pratt County,Kansas,9670,27063,10.9,4.1
Rawlins County,Kansas,2520,27615,8.7,1.5
Reno County,Kansas,63360,25267,14.0,5.0
Republic County,Kansas,4705,27121,11.7,2.6
Rice County,Kansas,9868,23355,16.4,6.5
Riley County,Kansas,75696,26619,22.0,5.6
Rooks County,Kansas,5148,25415,11.3,3.4
Rush County,Kansas,3119,25983,6.7,4.9
Russell County,Kansas,6987,25686,13.8,4.8
Saline County,Kansas,55334,27951,12.6,4.2
Scott County,Kansas,4981,31825,4.3,5.4
Sedgwick County,Kansas,510484,27583,14.7,5.6
Seward County,Kansas,22948,21158,18.8,7.3
Shawnee County,Kansas,178392,28584,13.2,5.4
Sheridan County,Kansas,2497,30165,4.8,2.1
Sherman County,Kansas,5999,25653,16.5,4.1
Smith County,Kansas,3693,28122,13.3,3.0
Stafford County,Kansas,4251,25941,14.5,3.7
Stanton County,Kansas,2107,21062,10.8,2.1
Stevens County,Kansas,5741,24691,16.8,4.5
Sumner County,Kansas,23336,25393,11.8,5.1
Thomas County,Kansas,7847,26718,11.1,1.9
Trego County,Kansas,2899,33233,4.8,0.8
Wabaunsee County,Kansas,6918,25790,6.1,4.3
Wallace County,Kansas,1591,29931,10.6,5.4
Washington County,Kansas,5572,26927,9.7,2.2
Wichita County,Kansas,2157,27111,4.4,2.3
Wilson County,Kansas,8858,25107,16.8,5.1
Woodson County,Kansas,3178,21419,20.6,5.5
Wyandotte County,Kansas,163227,20192,21.4,8.3
Adair County,Kentucky,19304,18408,21.5,6.2
Allen County,Kentucky,20628,21652,20.0,7.5
Anderson County,Kentucky,22017,24991,12.0,6.3
Ballard County,Kentucky,8152,25063,18.2,4.7
Barren County,Kentucky,43418,20493,22.9,7.6
Bath County,Kentucky,12189,20059,24.0,7.8
Bell County,Kentucky,27469,14754,38.0,9.0
Boone County,Kentucky,127682,33553,7.6,4.9
Bourbon County,Kentucky,20017,25994,16.6,6.9
Boyd County,Kentucky,48486,26420,19.3,9.3
Boyle County,Kentucky,29773,23822,15.5,4.9
Bracken County,Kentucky,8330,22433,21.4,7.6
Breathitt County,Kentucky,13276,16875,36.0,11.9
Breckinridge County,Kentucky,19991,20735,17.7,9.8
Bullitt County,Kentucky,78622,26643,10.2,5.9
Butler County,Kentucky,12735,21787,22.0,5.4
Caldwell County,Kentucky,12747,25272,17.5,6.9
Calloway County,Kentucky,38616,21757,22.4,5.7
Campbell County,Kentucky,91804,31065,14.2,5.4
Carlisle County,Kentucky,4890,24015,17.3,7.0
Carroll County,Kentucky,10695,22296,27.7,10.3
Carter County,Kentucky,27385,18477,21.5,10.0
Casey County,Kentucky,15805,18319,26.6,7.5
Christian County,Kentucky,72438,21393,19.7,8.0
Clark County,Kentucky,35757,26219,15.0,6.7
Clay County,Kentucky,20866,15388,39.5,9.1
Clinton County,Kentucky,10208,19325,20.0,7.4
Crittenden County,Kentucky,9154,22765,17.7,4.4
Cumberland County,Kentucky,6744,18669,20.7,5.1
Daviess County,Kentucky,99258,26501,15.8,6.0
Edmonson County,Kentucky,12063,21851,20.0,9.3
Elliott County,Kentucky,7533,13436,34.4,5.0
Estill County,Kentucky,14382,17728,30.4,12.4
Fayette County,Kentucky,315109,31653,18.6,6.1
Fleming County,Kentucky,14515,23351,19.5,9.5
Floyd County,Kentucky,37447,18366,30.7,11.6
Franklin County,Kentucky,49969,28001,13.1,7.2
Fulton County,Kentucky,6259,18111,25.3,7.6
Gallatin County,Kentucky,8652,22508,13.4,6.0
Garrard County,Kentucky,17226,24874,18.2,8.9
Grant County,Kentucky,24800,20892,21.5,4.9
Graves County,Kentucky,37259,22112,19.2,7.7
Grayson County,Kentucky,26129,19520,25.7,6.4
Green County,Kentucky,11044,23448,19.0,5.1
Greenup County,Kentucky,36012,25378,16.5,8.7
Hancock County,Kentucky,8700,22438,15.7,6.2
Hardin County,Kentucky,107699,26436,14.2,6.4
Harlan County,Kentucky,27548,15457,35.6,10.7
Harrison County,Kentucky,18630,22497,16.4,6.9
Hart County,Kentucky,18531,19715,23.1,6.6
Henderson County,Kentucky,46252,23958,19.3,4.8
Henry County,Kentucky,15677,23932,18.2,6.5
Hickman County,Kentucky,4625,19764,14.8,8.5
Hopkins County,Kentucky,45985,23288,17.2,5.9
Jackson County,Kentucky,13369,16827,33.0,8.6
Jefferson County,Kentucky,764378,31039,15.0,6.4
Jessamine County,Kentucky,51667,28195,18.0,6.9
Johnson County,Kentucky,23064,19925,24.1,9.2
Kenton County,Kentucky,163987,30195,12.9,5.3
Knott County,Kentucky,15690,17670,32.6,13.6
Knox County,Kentucky,31424,15869,34.7,10.7
Larue County,Kentucky,14102,21879,15.8,6.3
Laurel County,Kentucky,59901,20446,24.6,9.9
Lawrence County,Kentucky,15844,18885,24.5,7.8
Lee County,Kentucky,6717,16489,32.7,10.3
Leslie County,Kentucky,10648,15112,34.5,14.6
Letcher County,Kentucky,23011,18085,30.5,12.2
Lewis County,Kentucky,13565,19346,26.1,7.0
Lincoln County,Kentucky,24413,19351,23.8,8.7
Livingston County,Kentucky,9288,24464,16.2,5.9
Logan County,Kentucky,26847,21465,17.4,6.2
Lyon County,Kentucky,8268,27098,14.1,3.4
McCracken County,Kentucky,65285,29881,17.1,4.9
McCreary County,Kentucky,17748,11492,41.0,15.8
McLean County,Kentucky,9361,22884,19.2,7.1
Madison County,Kentucky,88376,23733,19.5,6.9
Magoffin County,Kentucky,12783,17279,28.6,10.3
Marion County,Kentucky,19335,21823,18.4,9.4
Marshall County,Kentucky,31177,27391,10.8,6.3
Martin County,Kentucky,12175,14914,29.8,15.4
Mason County,Kentucky,17167,25285,18.0,5.8
Meade County,Kentucky,28452,25119,13.1,8.2
Menifee County,Kentucky,6381,19744,20.1,5.4
Mercer County,Kentucky,21378,24981,16.7,9.1
Metcalfe County,Kentucky,9990,18449,23.1,5.8
Monroe County,Kentucky,10645,21985,23.5,7.7
Montgomery County,Kentucky,27550,21371,23.0,7.9
Morgan County,Kentucky,13281,17089,25.6,8.1
Muhlenberg County,Kentucky,31153,20376,20.5,9.6
Nelson County,Kentucky,45131,28156,11.4,5.9
Nicholas County,Kentucky,7061,21519,27.8,6.8
Ohio County,Kentucky,24062,21368,21.3,10.0
Oldham County,Kentucky,64633,38063,5.6,3.5
Owen County,Kentucky,10686,22802,16.7,5.3
Owsley County,Kentucky,4497,16582,33.0,12.5
Pendleton County,Kentucky,14530,23191,15.1,4.8
Perry County,Kentucky,27329,19890,26.2,13.1
Pike County,Kentucky,61586,20576,26.4,10.9
Powell County,Kentucky,12349,19302,24.1,5.4
Pulaski County,Kentucky,63974,21036,25.2,8.6
Robertson County,Kentucky,2161,21764,30.4,5.9
Rockcastle County,Kentucky,16815,19750,21.0,9.7
Rowan County,Kentucky,24392,19032,26.7,4.5
Russell County,Kentucky,17731,18857,25.3,9.4
Scott County,Kentucky,52322,30702,11.5,4.8
Shelby County,Kentucky,45831,30240,12.4,4.4
Simpson County,Kentucky,17881,22663,17.4,5.1
Spencer County,Kentucky,18012,30779,8.7,5.6
Taylor County,Kentucky,25406,19885,23.1,7.6
Todd County,Kentucky,12377,19555,20.1,6.9
Trigg County,Kentucky,14286,26224,15.8,10.4
Trimble County,Kentucky,8697,26542,15.2,10.5
Union County,Kentucky,14915,21758,22.9,7.3
Warren County,Kentucky,123824,25840,18.0,5.6
Washington County,Kentucky,11999,22611,17.0,5.7
Wayne County,Kentucky,20692,17627,23.2,10.1
Webster County,Kentucky,13180,21150,21.4,6.1
Whitley County,Kentucky,36027,18463,25.2,9.2
